date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,new_death,pnew_death
01/22/2020,Colorado,0,,,0,,0,0,
01/23/2020,Colorado,0,,,0,,0,0,
01/24/2020,Colorado,0,,,0,,0,0,
01/25/2020,Colorado,0,,,0,,0,0,
01/26/2020,Colorado,0,,,0,,0,0,
01/27/2020,Colorado,0,,,0,,0,0,
01/28/2020,Colorado,0,,,0,,0,0,
01/29/2020,Colorado,0,,,0,,0,0,
01/30/2020,Colorado,0,,,0,,0,0,
01/31/2020,Colorado,0,,,0,,0,0,
02/01/2020,Colorado,0,,,0,,0,0,
02/02/2020,Colorado,0,,,0,,0,0,
02/03/2020,Colorado,0,,,0,,0,0,
02/04/2020,Colorado,0,,,0,,0,0,
02/05/2020,Colorado,0,,,0,,0,0,
02/06/2020,Colorado,0,,,0,,0,0,
02/07/2020,Colorado,0,,,0,,0,0,
02/08/2020,Colorado,0,,,0,,0,0,
02/09/2020,Colorado,0,,,0,,0,0,
02/10/2020,Colorado,0,,,0,,0,0,
02/11/2020,Colorado,0,,,0,,0,0,
02/12/2020,Colorado,0,,,0,,0,0,
02/13/2020,Colorado,0,,,0,,0,0,
02/14/2020,Colorado,0,,,0,,0,0,
02/15/2020,Colorado,0,,,0,,0,0,
02/16/2020,Colorado,0,,,0,,0,0,
02/17/2020,Colorado,0,,,0,,0,0,
02/18/2020,Colorado,0,,,0,,0,0,
02/19/2020,Colorado,0,,,0,,0,0,
02/20/2020,Colorado,0,,,0,,0,0,
02/21/2020,Colorado,0,,,0,,0,0,
02/22/2020,Colorado,0,,,0,,0,0,
02/23/2020,Colorado,0,,,0,,0,0,
02/24/2020,Colorado,0,,,0,,0,0,
02/25/2020,Colorado,0,,,0,,0,0,
02/26/2020,Colorado,0,,,0,,0,0,
02/27/2020,Colorado,0,,,0,,0,0,
02/28/2020,Colorado,0,,,0,,0,0,
02/29/2020,Colorado,0,,,0,,0,0,
03/01/2020,Colorado,0,,,0,,0,0,
03/02/2020,Colorado,0,,,0,,0,0,
03/03/2020,Colorado,0,,,0,,0,0,
03/04/2020,Colorado,0,,,0,,0,0,
03/05/2020,Colorado,1,,,1,,0,0,
03/06/2020,Colorado,2,,,1,,0,0,
03/07/2020,Colorado,8,,,6,,0,0,
03/08/2020,Colorado,8,,,0,,0,0,
03/09/2020,Colorado,12,,,4,,0,0,
03/10/2020,Colorado,17,,,5,,0,0,
03/11/2020,Colorado,34,,,17,,0,0,
03/12/2020,Colorado,49,,,15,,0,0,
03/13/2020,Colorado,49,,,0,,0,0,
03/14/2020,Colorado,49,,,0,,0,0,
03/15/2020,Colorado,144,,,95,,1,1,
03/16/2020,Colorado,160,,,16,,1,0,
03/17/2020,Colorado,183,,,23,,2,1,
03/18/2020,Colorado,216,,,33,,2,0,
03/19/2020,Colorado,277,,,61,,2,0,
03/20/2020,Colorado,363,,,86,,4,2,
03/21/2020,Colorado,475,,,112,,5,1,
03/22/2020,Colorado,591,,,116,,6,1,
03/23/2020,Colorado,720,,,129,,7,1,
03/24/2020,Colorado,921,,,201,,11,4,
03/25/2020,Colorado,1086,,,165,,19,8,
03/26/2020,Colorado,1430,,,344,,24,5,
03/27/2020,Colorado,1734,,,304,,31,7,
03/28/2020,Colorado,2061,,,327,,44,13,
03/29/2020,Colorado,2307,,,246,,47,3,
03/30/2020,Colorado,2627,,,320,,51,4,
03/31/2020,Colorado,2966,,,339,,69,18,
04/01/2020,Colorado,3342,,,376,,80,11,
04/02/2020,Colorado,3728,,,386,,97,17,
04/03/2020,Colorado,4173,,,445,,111,14,
04/04/2020,Colorado,4565,,,392,,126,15,
04/05/2020,Colorado,4950,,,385,,140,14,
04/06/2020,Colorado,5172,,,222,,150,10,
04/07/2020,Colorado,5429,,,257,,179,29,
04/08/2020,Colorado,5655,,,226,,193,14,
04/09/2020,Colorado,6202,,,547,,226,33,
04/10/2020,Colorado,6365,,,163,,250,24,
04/11/2020,Colorado,6893,,,528,,274,24,
04/12/2020,Colorado,7303,,,410,,290,16,
04/13/2020,Colorado,7691,,,388,,308,18,
04/14/2020,Colorado,7941,,,250,,329,21,
04/15/2020,Colorado,8280,,,339,,357,28,
04/16/2020,Colorado,8582,7941,641,302,641,373,16,10
04/17/2020,Colorado,9047,,,465,,391,18,
04/18/2020,Colorado,9433,,,386,,411,20,
04/19/2020,Colorado,9634,8915,719,201,719,421,10,13
04/20/2020,Colorado,10019,9260,759,385,40,448,27,0
04/21/2020,Colorado,10368,9536,832,349,73,485,37,1
04/22/2020,Colorado,10825,9878,947,457,115,507,22,2
04/23/2020,Colorado,11182,10208,974,357,27,551,44,9
04/24/2020,Colorado,12184,10995,1189,1002,215,672,121,96
04/25/2020,Colorado,12868,11533,1335,684,146,670,-2,-15
04/26/2020,Colorado,13350,11980,1370,482,35,679,9,1
04/27/2020,Colorado,13798,12374,1424,448,54,706,27,4
04/28/2020,Colorado,14238,12741,1497,440,73,736,30,8
04/29/2020,Colorado,14675,13148,1527,437,30,766,30,5
04/30/2020,Colorado,15182,13637,1545,507,18,777,11,1
05/01/2020,Colorado,15668,14078,1590,486,45,820,43,2
05/02/2020,Colorado,16120,14498,1622,452,32,832,12,4
05/03/2020,Colorado,16534,14897,1637,414,15,842,10,6
05/04/2020,Colorado,16878,15169,1709,344,72,851,9,2
05/05/2020,Colorado,17317,15600,1717,439,8,903,52,2
05/06/2020,Colorado,17738,16012,1726,421,9,921,18,2
05/07/2020,Colorado,18318,16532,1786,580,60,944,23,1
05/08/2020,Colorado,18793,16969,1824,475,38,960,16,-1
05/09/2020,Colorado,19316,17491,1825,523,1,967,7,0
05/10/2020,Colorado,19632,17809,1823,316,-2,971,4,0
05/11/2020,Colorado,19735,17893,1842,103,19,986,15,1
05/12/2020,Colorado,20091,18211,1880,356,38,1006,20,7
05/13/2020,Colorado,20401,18461,1940,310,60,1059,53,27
05/14/2020,Colorado,20762,18804,1958,361,18,1090,31,6
05/15/2020,Colorado,21131,19151,1980,369,22,1150,60,22
05/16/2020,Colorado,21511,19507,2004,380,24,1192,42,23
05/17/2020,Colorado,21797,19773,2024,286,20,1215,23,20
05/18/2020,Colorado,22095,20028,2067,298,43,1224,9,0
05/19/2020,Colorado,22399,20304,2095,304,28,1257,33,7
05/20/2020,Colorado,22752,20595,2157,353,62,1299,42,17
05/21/2020,Colorado,23121,20903,2218,369,61,1309,10,0
05/22/2020,Colorado,23455,21202,2253,334,35,1323,14,2
05/23/2020,Colorado,23937,21657,2280,482,27,1327,4,0
05/24/2020,Colorado,24137,21857,2280,200,0,1330,3,0
05/25/2020,Colorado,24226,21941,2285,89,5,1331,1,0
05/26/2020,Colorado,24503,22208,2295,277,10,1350,19,0
05/27/2020,Colorado,24995,22640,2355,492,60,1392,42,21
05/28/2020,Colorado,25121,22758,2363,126,8,1421,29,10
05/29/2020,Colorado,25613,23172,2441,492,78,1436,15,1
05/30/2020,Colorado,26098,23667,2431,485,-10,1443,7,-2
05/31/2020,Colorado,26378,23949,2429,280,-2,1445,2,0
06/01/2020,Colorado,26577,24109,2468,199,39,1458,13,1
06/02/2020,Colorado,26788,24311,2477,211,9,1474,16,6
06/03/2020,Colorado,27060,24557,2503,272,26,1494,20,0
06/04/2020,Colorado,27360,24848,2512,300,9,1512,18,5
06/05/2020,Colorado,27615,25099,2516,255,4,1524,12,2
06/06/2020,Colorado,27848,25319,2529,233,13,1527,3,-1
06/07/2020,Colorado,28001,25457,2544,153,15,1527,0,0
06/08/2020,Colorado,28183,25627,2556,182,12,1543,16,1
06/09/2020,Colorado,28347,25787,2560,164,4,1553,10,1
06/10/2020,Colorado,28499,25915,2584,152,24,1573,20,3
06/11/2020,Colorado,28647,26040,2607,148,23,1583,10,2
06/12/2020,Colorado,28822,26215,2607,175,0,1595,12,2
06/13/2020,Colorado,29017,26408,2609,195,2,1598,3,-1
06/14/2020,Colorado,29130,26523,2607,113,-2,1599,1,0
06/15/2020,Colorado,29299,26666,2633,169,26,1605,6,0
06/16/2020,Colorado,29442,26795,2647,143,14,1617,12,0
06/17/2020,Colorado,29673,27003,2670,231,23,1631,14,6
06/18/2020,Colorado,29901,27218,2683,228,13,1638,7,3
06/19/2020,Colorado,30187,27453,2734,286,51,1643,5,2
06/20/2020,Colorado,30349,27608,2741,162,7,1647,4,0
06/21/2020,Colorado,30539,27800,2739,190,-2,1647,0,0
06/22/2020,Colorado,30705,27959,2746,166,7,1651,4,0
06/23/2020,Colorado,30893,28138,2755,188,9,1665,14,-2
06/24/2020,Colorado,31155,28374,2781,262,26,1667,2,-3
06/25/2020,Colorado,31479,28674,2805,324,24,1669,2,0
06/26/2020,Colorado,31796,28972,2824,317,19,1673,4,-1
06/27/2020,Colorado,32022,29194,2828,226,4,1674,1,0
06/28/2020,Colorado,32307,29476,2831,285,3,1676,2,1
06/29/2020,Colorado,32511,29651,2860,204,29,1682,6,0
06/30/2020,Colorado,32715,29844,2871,204,11,1690,8,3
07/01/2020,Colorado,33029,30133,2896,314,25,1697,7,0
07/02/2020,Colorado,33352,30453,2899,323,3,1701,4,1
07/03/2020,Colorado,33612,30715,2897,260,-2,1701,0,0
07/04/2020,Colorado,33866,30970,2896,254,-1,1701,0,0
07/05/2020,Colorado,34065,31168,2897,199,1,1701,0,0
07/06/2020,Colorado,34257,31368,2889,192,-8,1691,-10,-12
07/07/2020,Colorado,34664,31736,2928,407,39,1696,5,0
07/08/2020,Colorado,35116,32138,2978,452,50,1704,8,3
07/09/2020,Colorado,35525,32546,2979,409,1,1706,2,0
07/10/2020,Colorado,36191,33189,3002,666,23,1724,18,0
07/11/2020,Colorado,36591,33587,3004,400,2,1725,1,0
07/12/2020,Colorado,36913,33911,3002,322,-2,1725,0,0
07/13/2020,Colorado,37242,34229,3013,329,11,1727,2,0
07/14/2020,Colorado,37686,34663,3023,444,10,1738,11,3
07/15/2020,Colorado,38155,35126,3029,469,6,1744,6,1
07/16/2020,Colorado,38726,35690,3036,571,7,1745,1,1
07/17/2020,Colorado,39344,36260,3084,618,48,1751,6,0
07/18/2020,Colorado,39788,36698,3090,444,6,1752,1,0
07/19/2020,Colorado,40142,37041,3101,354,11,1752,0,0
07/20/2020,Colorado,40566,37471,3095,424,-6,1758,6,0
07/21/2020,Colorado,41059,37947,3112,493,17,1763,5,1
07/22/2020,Colorado,41698,38562,3136,639,24,1771,8,3
07/23/2020,Colorado,42314,39163,3151,616,15,1786,15,0
07/24/2020,Colorado,42980,39822,3158,666,7,1790,4,0
07/25/2020,Colorado,43789,40628,3161,809,3,1794,4,0
07/26/2020,Colorado,44336,41174,3162,547,1,1794,0,0
07/27/2020,Colorado,44565,41400,3165,229,3,1799,5,0
07/28/2020,Colorado,45314,42149,3165,749,0,1807,8,1
07/29/2020,Colorado,45796,42626,3170,482,5,1822,15,2
07/30/2020,Colorado,46204,43032,3172,408,2,1822,0,0
07/31/2020,Colorado,46809,43626,3183,605,11,1838,16,1
08/01/2020,Colorado,47267,44077,3190,458,7,1844,6,3
08/02/2020,Colorado,47716,44527,3189,449,-1,1844,0,-1
08/03/2020,Colorado,47968,44773,3195,252,6,1844,0,-1
08/04/2020,Colorado,48394,45177,3217,426,22,1849,5,0
08/05/2020,Colorado,48988,45755,3233,594,16,1851,2,0
08/06/2020,Colorado,49436,46200,3236,448,3,1852,1,0
08/07/2020,Colorado,49893,46656,3237,457,1,1857,5,0
08/08/2020,Colorado,50324,47083,3241,431,4,1857,0,0
08/09/2020,Colorado,50660,47367,3293,336,52,1858,1,0
08/10/2020,Colorado,51039,47651,3388,379,95,1863,5,0
08/11/2020,Colorado,51441,48008,3433,402,45,1875,12,1
08/12/2020,Colorado,51756,48262,3494,315,61,1875,0,0
08/13/2020,Colorado,52129,48677,3452,373,-42,1882,7,1
08/14/2020,Colorado,52538,48985,3553,409,101,1888,6,0
08/15/2020,Colorado,52838,49278,3560,300,7,1896,8,1
08/16/2020,Colorado,53176,49611,3565,338,5,1896,0,0
08/17/2020,Colorado,53370,49801,3569,194,4,1896,0,0
08/18/2020,Colorado,53631,50050,3581,261,12,1899,3,0
08/19/2020,Colorado,53901,50313,3588,270,7,1900,1,0
08/20/2020,Colorado,54230,50627,3603,329,15,1903,3,0
08/21/2020,Colorado,54586,50967,3619,356,16,1910,7,0
08/22/2020,Colorado,54883,51258,3625,297,6,1918,8,1
08/23/2020,Colorado,55133,51505,3628,250,3,1918,0,0
08/24/2020,Colorado,55341,51676,3665,208,37,1919,1,0
08/25/2020,Colorado,55800,52074,3726,459,61,1926,7,1
08/26/2020,Colorado,55994,52229,3765,194,39,1927,1,0
08/27/2020,Colorado,56343,52562,3781,349,16,1931,4,0
08/28/2020,Colorado,56773,52958,3815,430,34,1937,6,0
08/29/2020,Colorado,57041,53209,3832,268,17,1944,7,2
08/30/2020,Colorado,57223,53394,3829,182,-3,1944,0,0
08/31/2020,Colorado,57424,53579,3845,201,16,1945,1,0
09/01/2020,Colorado,57775,53878,3897,351,52,1946,1,0
09/02/2020,Colorado,58019,54109,3910,244,13,1952,6,0
09/03/2020,Colorado,58287,54367,3920,268,10,1955,3,1
09/04/2020,Colorado,58655,54709,3946,368,26,1966,11,0
09/05/2020,Colorado,58989,54980,4009,334,63,1971,5,0
09/06/2020,Colorado,59274,55256,4018,285,9,1972,1,0
09/07/2020,Colorado,59487,55458,4029,213,11,1973,1,1
09/08/2020,Colorado,59674,55642,4032,187,3,1973,0,0
09/09/2020,Colorado,59920,55866,4054,246,22,1977,4,0
09/10/2020,Colorado,60185,56113,4072,265,18,1979,2,0
09/11/2020,Colorado,60492,56378,4114,307,42,1985,6,1
09/12/2020,Colorado,60907,56704,4203,415,89,1988,3,0
09/13/2020,Colorado,61324,57099,4225,417,22,1988,0,0
09/14/2020,Colorado,61699,57453,4246,375,21,1990,2,0
09/15/2020,Colorado,62099,57805,4294,400,48,1996,6,0
09/16/2020,Colorado,62686,58257,4429,587,135,2002,6,0
09/17/2020,Colorado,63145,58671,4474,459,45,2006,4,0
09/18/2020,Colorado,63750,59236,4514,605,40,2009,3,0
09/19/2020,Colorado,64356,59782,4574,606,60,2013,4,0
09/20/2020,Colorado,64857,60256,4601,501,27,2014,1,0
09/21/2020,Colorado,65399,60792,4607,542,6,2018,4,1
09/22/2020,Colorado,66053,61394,4659,654,52,2025,7,1
09/23/2020,Colorado,66669,61983,4686,616,27,2030,5,1
09/24/2020,Colorado,67217,62520,4697,548,11,2033,3,1
09/25/2020,Colorado,67926,63137,4789,709,92,2037,4,0
09/26/2020,Colorado,68510,63689,4821,584,32,2040,3,1
09/27/2020,Colorado,69079,64237,4842,569,21,2041,1,0
09/28/2020,Colorado,69490,64612,4878,411,36,2044,3,1
09/29/2020,Colorado,70025,65115,4910,535,32,2046,2,0
09/30/2020,Colorado,70536,65578,4958,511,48,2051,5,0
10/01/2020,Colorado,71218,66242,4976,682,18,2054,3,1
10/02/2020,Colorado,71898,66891,5007,680,31,2057,3,3
10/03/2020,Colorado,71898,66891,5007,0,0,2057,0,0
10/04/2020,Colorado,73076,68016,5060,1178,53,2067,10,0
10/05/2020,Colorado,73537,68449,5088,461,28,2069,2,1
10/06/2020,Colorado,74191,69049,5142,654,54,2081,12,1
10/07/2020,Colorado,74922,69748,5174,731,32,2085,4,2
10/08/2020,Colorado,75785,70559,5226,863,52,2095,10,1
10/09/2020,Colorado,76619,71349,5270,834,44,2103,8,1
10/10/2020,Colorado,77642,72316,5326,1023,56,2112,9,1
10/11/2020,Colorado,78461,73116,5345,819,19,2113,1,0
10/12/2020,Colorado,79037,73644,5393,576,48,2116,3,1
10/13/2020,Colorado,80085,74655,5430,1048,37,2153,37,7
10/14/2020,Colorado,80777,75285,5492,692,62,2160,7,3
10/15/2020,Colorado,81918,76377,5541,1141,49,2162,2,0
10/16/2020,Colorado,83230,77557,5673,1312,132,2172,10,1
10/17/2020,Colorado,84369,78569,5800,1139,127,2176,4,0
10/18/2020,Colorado,85302,79492,5810,933,10,2176,0,0
10/19/2020,Colorado,86374,80536,5838,1072,28,2180,4,0
10/20/2020,Colorado,87582,81528,6054,1208,216,2182,2,1
10/21/2020,Colorado,88849,82558,6291,1267,237,2194,12,1
10/22/2020,Colorado,90222,83821,6401,1373,110,2198,4,0
10/23/2020,Colorado,91572,85080,6492,1350,91,2211,13,0
10/24/2020,Colorado,93400,86815,6585,1828,93,2218,7,1
10/25/2020,Colorado,95089,88484,6605,1689,20,2223,5,1
10/26/2020,Colorado,97300,90675,6625,2211,20,2226,3,-1
10/27/2020,Colorado,98733,92023,6710,1433,85,2236,10,3
10/28/2020,Colorado,100208,93393,6815,1475,105,2249,13,2
10/29/2020,Colorado,102014,95107,6907,1806,92,2268,19,0
10/30/2020,Colorado,104426,97397,7029,2412,122,2278,10,4
10/31/2020,Colorado,107350,100220,7130,2924,101,2285,7,0
11/01/2020,Colorado,107350,100220,7130,0,0,2285,0,0
11/02/2020,Colorado,112147,104947,7200,4797,70,2292,7,1
11/03/2020,Colorado,114709,107417,7292,2562,92,2311,19,3
11/04/2020,Colorado,117637,110284,7353,2928,61,2333,22,2
11/05/2020,Colorado,121006,113607,7399,3369,46,2353,20,-1
11/06/2020,Colorado,124469,116968,7501,3463,102,2376,23,1
11/07/2020,Colorado,127967,120382,7585,3498,84,2389,13,1
11/08/2020,Colorado,130984,123351,7633,3017,48,2394,5,1
11/09/2020,Colorado,134537,126837,7700,3553,67,2408,14,1
11/10/2020,Colorado,138427,130668,7759,3890,59,2427,19,2
11/11/2020,Colorado,142402,134618,7784,3975,25,2443,16,1
11/12/2020,Colorado,147599,139741,7858,5197,74,2468,25,4
11/13/2020,Colorado,154038,146023,8015,6439,157,2504,36,0
11/14/2020,Colorado,159234,151115,8119,5196,104,2525,21,1
11/15/2020,Colorado,163417,155258,8159,4183,40,2546,21,0
11/16/2020,Colorado,167713,158864,8849,4296,690,2578,32,16
11/17/2020,Colorado,172044,163076,8968,4331,119,2608,30,6
11/18/2020,Colorado,176694,167626,9068,4650,100,2651,43,13
11/19/2020,Colorado,182801,173653,9148,6107,80,2730,79,9
11/20/2020,Colorado,188566,179340,9226,5765,78,2745,15,1
11/21/2020,Colorado,194679,185380,9299,6113,73,2787,42,7
11/22/2020,Colorado,198600,189285,9315,3921,16,2806,19,2
11/23/2020,Colorado,202289,192943,9346,3689,31,2810,4,0
01/22/2020,Florida,0,,,0,,0,0,
01/23/2020,Florida,0,,,0,,0,0,
01/24/2020,Florida,0,,,0,,0,0,
01/25/2020,Florida,0,,,0,,0,0,
01/26/2020,Florida,0,,,0,,0,0,
01/27/2020,Florida,0,,,0,,0,0,
01/28/2020,Florida,0,,,0,,0,0,
01/29/2020,Florida,0,,,0,,0,0,
01/30/2020,Florida,0,,,0,,0,0,
01/31/2020,Florida,0,,,0,,0,0,
02/01/2020,Florida,0,,,0,,0,0,
02/02/2020,Florida,0,,,0,,0,0,
02/03/2020,Florida,0,,,0,,0,0,
02/04/2020,Florida,0,,,0,,0,0,
02/05/2020,Florida,0,,,0,,0,0,
02/06/2020,Florida,0,,,0,,0,0,
02/07/2020,Florida,0,,,0,,0,0,
02/08/2020,Florida,0,,,0,,0,0,
02/09/2020,Florida,0,,,0,,0,0,
02/10/2020,Florida,0,,,0,,0,0,
02/11/2020,Florida,0,,,0,,0,0,
02/12/2020,Florida,0,,,0,,0,0,
02/13/2020,Florida,0,,,0,,0,0,
02/14/2020,Florida,0,,,0,,0,0,
02/15/2020,Florida,0,,,0,,0,0,
02/16/2020,Florida,0,,,0,,0,0,
02/17/2020,Florida,0,,,0,,0,0,
02/18/2020,Florida,0,,,0,,0,0,
02/19/2020,Florida,0,,,0,,0,0,
02/20/2020,Florida,0,,,0,,0,0,
02/21/2020,Florida,0,,,0,,0,0,
02/22/2020,Florida,0,,,0,,0,0,
02/23/2020,Florida,0,,,0,,0,0,
02/24/2020,Florida,0,,,0,,0,0,
02/25/2020,Florida,0,,,0,,0,0,
02/26/2020,Florida,0,,,0,,0,0,
02/27/2020,Florida,0,,,0,,0,0,
02/28/2020,Florida,0,,,0,,0,0,
02/29/2020,Florida,0,,,0,,0,0,
03/01/2020,Florida,0,,,0,,0,0,
03/02/2020,Florida,1,,,1,,0,0,
03/03/2020,Florida,2,,,1,,0,0,
03/04/2020,Florida,2,,,0,,0,0,
03/05/2020,Florida,3,,,1,,0,0,
03/06/2020,Florida,3,,,0,,0,0,
03/07/2020,Florida,6,,,3,,0,0,
03/08/2020,Florida,6,,,0,,0,0,
03/09/2020,Florida,19,,,13,,2,2,
03/10/2020,Florida,19,,,0,,2,0,
03/11/2020,Florida,26,,,7,,2,0,
03/12/2020,Florida,31,,,5,,2,0,
03/13/2020,Florida,31,,,0,,2,0,
03/14/2020,Florida,55,,,24,,3,1,
03/15/2020,Florida,136,,,81,,4,1,
03/16/2020,Florida,142,,,6,,5,1,
03/17/2020,Florida,195,,,53,,7,2,
03/18/2020,Florida,299,,,104,,8,1,
03/19/2020,Florida,393,,,94,,9,1,
03/20/2020,Florida,510,,,117,,11,2,
03/21/2020,Florida,706,,,196,,12,1,
03/22/2020,Florida,937,,,231,,13,1,
03/23/2020,Florida,1141,,,204,,17,4,
03/24/2020,Florida,1373,,,232,,20,3,
03/25/2020,Florida,1861,,,488,,23,3,
03/26/2020,Florida,2352,,,491,,29,6,
03/27/2020,Florida,3054,,,702,,46,17,
03/28/2020,Florida,3877,,,823,,56,10,
03/29/2020,Florida,4768,,,891,,60,4,
03/30/2020,Florida,5489,,,721,,71,11,
03/31/2020,Florida,6490,,,1001,,85,14,
04/01/2020,Florida,7495,,,1005,,101,16,
04/02/2020,Florida,8694,,,1199,,144,43,
04/03/2020,Florida,9925,,,1231,,170,26,
04/04/2020,Florida,11173,,,1248,,195,25,
04/05/2020,Florida,11961,,,788,,221,26,
04/06/2020,Florida,13214,,,1253,,254,33,
04/07/2020,Florida,14302,,,1088,,296,42,
04/08/2020,Florida,15234,,,932,,323,27,
04/09/2020,Florida,16323,,,1089,,371,48,
04/10/2020,Florida,17448,,,1125,,419,48,
04/11/2020,Florida,18445,,,997,,446,27,
04/12/2020,Florida,19337,,,892,,461,15,
04/13/2020,Florida,20394,,,1057,,499,38,
04/14/2020,Florida,20984,,,590,,571,72,
04/15/2020,Florida,21865,,,881,,614,43,
04/16/2020,Florida,22674,,,809,,668,54,
04/17/2020,Florida,24066,,,1392,,726,58,
04/18/2020,Florida,24797,,,731,,748,22,
04/19/2020,Florida,25598,,,801,0,774,26,0
04/20/2020,Florida,26329,,,731,0,823,49,0
04/21/2020,Florida,27127,,,798,0,867,44,0
04/22/2020,Florida,27791,,,664,0,927,60,0
04/23/2020,Florida,28843,,,1052,0,987,60,0
04/24/2020,Florida,29707,,,864,0,1046,59,0
04/25/2020,Florida,29996,,,289,0,1055,9,0
04/26/2020,Florida,30680,,,684,0,1074,19,0
04/27/2020,Florida,31290,,,610,0,1088,14,0
04/28/2020,Florida,31986,,,696,0,1171,83,0
04/29/2020,Florida,32318,,,332,0,1218,47,0
04/30/2020,Florida,33690,,,1372,0,1268,50,0
05/01/2020,Florida,34728,,,1038,0,1314,46,0
05/02/2020,Florida,35463,,,735,0,1364,50,0
05/03/2020,Florida,35969,,,506,0,1399,35,0
05/04/2020,Florida,36897,,,928,0,1399,0,0
05/05/2020,Florida,37439,,,542,0,1471,72,0
05/06/2020,Florida,38002,,,563,0,1539,68,0
05/07/2020,Florida,38828,,,826,0,1600,61,0
05/08/2020,Florida,39199,,,371,0,1669,69,0
05/09/2020,Florida,40001,,,802,0,1715,46,0
05/10/2020,Florida,39888,,,-113,0,1735,20,0
05/11/2020,Florida,40982,,,1094,0,1735,0,0
05/12/2020,Florida,41923,,,941,0,1779,44,0
05/13/2020,Florida,42402,,,479,0,1827,48,0
05/14/2020,Florida,43210,,,808,0,1875,48,0
05/15/2020,Florida,42940,,,-270,0,1917,42,0
05/16/2020,Florida,44811,,,1871,0,1964,47,0
05/17/2020,Florida,45588,,,777,0,1973,9,0
05/18/2020,Florida,46442,,,854,0,1997,24,0
05/19/2020,Florida,46944,,,502,0,2052,55,0
05/20/2020,Florida,47471,,,527,0,2096,44,0
05/21/2020,Florida,48675,,,1204,0,2144,48,0
05/22/2020,Florida,49451,,,776,0,2190,46,0
05/23/2020,Florida,50127,,,676,0,2233,43,0
05/24/2020,Florida,50867,,,740,0,2237,4,0
05/25/2020,Florida,51746,,,879,0,2252,15,0
05/26/2020,Florida,52255,,,509,0,2259,7,0
05/27/2020,Florida,52634,,,379,0,2319,60,0
05/28/2020,Florida,51918,,,-716,0,2364,45,0
05/29/2020,Florida,53114,,,1196,0,2413,49,0
05/30/2020,Florida,54029,,,915,0,2447,34,0
05/31/2020,Florida,54764,,,735,0,2451,4,0
06/01/2020,Florida,55415,,,651,0,2460,9,0
06/02/2020,Florida,56001,,,586,0,2530,70,0
06/03/2020,Florida,57293,,,1292,0,2566,36,0
06/04/2020,Florida,58701,,,1408,0,2607,41,0
06/05/2020,Florida,59993,,,1292,0,2660,53,0
06/06/2020,Florida,61246,,,1253,0,2688,28,0
06/07/2020,Florida,62416,,,1170,0,2700,12,0
06/08/2020,Florida,63378,,,962,0,2712,12,0
06/09/2020,Florida,64448,,,1070,0,2765,53,0
06/10/2020,Florida,65779,,,1331,0,2801,36,0
06/11/2020,Florida,67456,,,1677,0,2848,47,0
06/12/2020,Florida,69341,,,1885,0,2877,29,0
06/13/2020,Florida,71589,,,2248,0,2925,48,0
06/14/2020,Florida,73650,,,2061,0,2931,6,0
06/15/2020,Florida,75388,,,1738,0,2938,7,0
06/16/2020,Florida,78128,,,2740,0,2993,55,0
06/17/2020,Florida,80676,,,2548,0,3018,25,0
06/18/2020,Florida,83854,,,3178,0,3061,43,0
06/19/2020,Florida,87643,,,3789,0,3104,43,0
06/20/2020,Florida,91670,,,4027,0,3144,40,0
06/21/2020,Florida,95139,,,3469,0,3161,17,0
06/22/2020,Florida,98047,,,2908,0,3173,12,0
06/23/2020,Florida,101303,,,3256,0,3238,65,0
06/24/2020,Florida,106743,,,5440,0,3281,43,0
06/25/2020,Florida,111724,,,4981,0,3327,46,0
06/26/2020,Florida,120574,,,8850,0,3366,39,0
06/27/2020,Florida,130092,,,9518,0,3390,24,0
06/28/2020,Florida,138567,,,8475,0,3419,29,0
06/29/2020,Florida,143805,,,5238,0,3447,28,0
06/30/2020,Florida,149781,,,5976,0,3505,58,0
07/01/2020,Florida,156288,,,6507,0,3550,45,0
07/02/2020,Florida,166303,,,10015,0,3617,67,0
07/03/2020,Florida,175718,,,9415,0,3684,67,0
07/04/2020,Florida,187090,,,11372,698,3702,18,1
07/05/2020,Florida,197076,,,9986,0,3731,29,-1
07/06/2020,Florida,203376,,,6300,9,3778,47,1
07/07/2020,Florida,210594,,,7218,80,3841,63,1
07/08/2020,Florida,220476,,,9882,66,3953,112,1
07/09/2020,Florida,229367,,,8891,52,4009,56,1
07/10/2020,Florida,240710,,,11343,-905,4102,93,-4
07/11/2020,Florida,250984,,,10274,1014,4197,95,4
07/12/2020,Florida,266119,,,15135,31,4242,45,0
07/13/2020,Florida,278667,,,12548,170,4277,35,0
07/14/2020,Florida,287789,,,9122,60,4409,132,1
07/15/2020,Florida,297876,,,10087,74,4521,112,0
07/16/2020,Florida,311640,,,13764,85,4677,156,3
07/17/2020,Florida,323002,,,11362,131,4805,128,1
07/18/2020,Florida,333201,,,10199,91,4895,90,-1
07/19/2020,Florida,345612,,,12411,-1656,4982,87,-8
07/20/2020,Florida,355899,,,10287,1782,5072,90,10
07/21/2020,Florida,365244,,,9345,84,5206,134,0
07/22/2020,Florida,374920,,,9676,46,5345,139,1
07/23/2020,Florida,385091,,,10171,132,5518,173,0
07/24/2020,Florida,397470,,,12379,257,5653,135,1
